nameseq,A_AAA,A_AAC,A_AAG,A_AAT,A_ACA,A_ACC,A_ACG,A_ACT,A_AGA,A_AGC,A_AGG,A_AGT,A_ATA,A_ATC,A_ATG,A_ATT,A_CAA,A_CAC,A_CAG,A_CAT,A_CCA,A_CCC,A_CCG,A_CCT,A_CGA,A_CGC,A_CGG,A_CGT,A_CTA,A_CTC,A_CTG,A_CTT,A_GAA,A_GAC,A_GAG,A_GAT,A_GCA,A_GCC,A_GCG,A_GCT,A_GGA,A_GGC,A_GGG,A_GGT,A_GTA,A_GTC,A_GTG,A_GTT,A_TAA,A_TAC,A_TAG,A_TAT,A_TCA,A_TCC,A_TCG,A_TCT,A_TGA,A_TGC,A_TGG,A_TGT,A_TTA,A_TTC,A_TTG,A_TTT,C_AAA,C_AAC,C_AAG,C_AAT,C_ACA,C_ACC,C_ACG,C_ACT,C_AGA,C_AGC,C_AGG,C_AGT,C_ATA,C_ATC,C_ATG,C_ATT,C_CAA,C_CAC,C_CAG,C_CAT,C_CCA,C_CCC,C_CCG,C_CCT,C_CGA,C_CGC,C_CGG,C_CGT,C_CTA,C_CTC,C_CTG,C_CTT,C_GAA,C_GAC,C_GAG,C_GAT,C_GCA,C_GCC,C_GCG,C_GCT,C_GGA,C_GGC,C_GGG,C_GGT,C_GTA,C_GTC,C_GTG,C_GTT,C_TAA,C_TAC,C_TAG,C_TAT,C_TCA,C_TCC,C_TCG,C_TCT,C_TGA,C_TGC,C_TGG,C_TGT,C_TTA,C_TTC,C_TTG,C_TTT,G_AAA,G_AAC,G_AAG,G_AAT,G_ACA,G_ACC,G_ACG,G_ACT,G_AGA,G_AGC,G_AGG,G_AGT,G_ATA,G_ATC,G_ATG,G_ATT,G_CAA,G_CAC,G_CAG,G_CAT,G_CCA,G_CCC,G_CCG,G_CCT,G_CGA,G_CGC,G_CGG,G_CGT,G_CTA,G_CTC,G_CTG,G_CTT,G_GAA,G_GAC,G_GAG,G_GAT,G_GCA,G_GCC,G_GCG,G_GCT,G_GGA,G_GGC,G_GGG,G_GGT,G_GTA,G_GTC,G_GTG,G_GTT,G_TAA,G_TAC,G_TAG,G_TAT,G_TCA,G_TCC,G_TCG,G_TCT,G_TGA,G_TGC,G_TGG,G_TGT,G_TTA,G_TTC,G_TTG,G_TTT,T_AAA,T_AAC,T_AAG,T_AAT,T_ACA,T_ACC,T_ACG,T_ACT,T_AGA,T_AGC,T_AGG,T_AGT,T_ATA,T_ATC,T_ATG,T_ATT,T_CAA,T_CAC,T_CAG,T_CAT,T_CCA,T_CCC,T_CCG,T_CCT,T_CGA,T_CGC,T_CGG,T_CGT,T_CTA,T_CTC,T_CTG,T_CTT,T_GAA,T_GAC,T_GAG,T_GAT,T_GCA,T_GCC,T_GCG,T_GCT,T_GGA,T_GGC,T_GGG,T_GGT,T_GTA,T_GTC,T_GTG,T_GTT,T_TAA,T_TAC,T_TAG,T_TAT,T_TCA,T_TCC,T_TCG,T_TCT,T_TGA,T_TGC,T_TGG,T_TGT,T_TTA,T_TTC,T_TTG,T_TTT,label
URS00000004B6/uncultured,2,2,5,3,4,5,4,5,5,4,11,0,1,3,4,0,4,1,8,3,1,6,7,4,6,6,9,1,3,4,3,1,8,2,4,5,5,6,11,4,3,15,13,5,1,4,6,3,2,5,3,0,7,5,2,0,4,4,9,0,1,2,1,2,3,5,6,3,3,6,6,0,4,7,6,1,0,0,5,1,7,5,2,5,2,2,5,5,1,3,7,5,3,4,9,2,4,3,8,1,9,11,7,2,11,8,14,7,4,4,7,2,3,2,4,2,4,1,2,2,5,8,6,7,4,1,1,0,8,8,7,7,3,3,2,4,7,12,12,9,1,2,6,6,3,5,10,1,4,10,8,7,8,8,11,7,2,4,8,3,9,8,19,4,7,6,11,9,12,9,17,9,10,4,7,5,7,3,4,2,1,2,2,2,8,7,8,5,3,0,8,3,5,2,6,1,3,1,7,2,6,6,4,4,3,1,5,1,1,3,3,1,3,3,4,4,4,2,5,3,3,1,3,0,4,4,5,1,5,6,4,2,2,5,10,3,2,4,4,3,2,0,4,0,1,2,4,1,3,1,2,4,2,0,4,0,rRNA
URS00000004B8/uncultured,7,3,5,2,6,5,9,4,3,7,11,2,4,4,8,1,5,2,9,6,1,3,6,8,7,8,7,2,1,8,4,3,11,5,8,7,14,12,8,6,8,13,8,3,4,7,7,5,2,6,5,2,6,6,4,2,7,3,10,2,1,2,2,4,1,5,8,5,6,3,4,1,6,7,2,10,0,0,8,0,7,5,7,5,5,1,6,5,3,6,7,6,4,2,3,2,4,5,8,6,9,12,7,3,12,6,10,6,4,3,10,2,5,2,5,1,7,5,3,3,7,13,8,4,4,4,5,0,12,13,9,8,4,5,8,6,9,7,15,8,3,6,15,5,5,4,7,4,5,7,4,9,6,7,13,7,4,5,12,4,17,5,13,7,9,4,11,4,14,13,10,12,7,5,9,3,6,3,1,2,5,3,3,4,13,14,11,4,2,0,5,2,8,6,7,3,4,2,5,2,4,3,5,5,3,4,7,2,5,6,2,8,4,5,6,1,2,3,7,5,2,2,7,1,6,3,6,3,2,2,8,4,9,4,13,3,3,5,6,4,1,1,3,1,1,1,4,2,4,1,7,5,0,2,5,1,rRNA
URS00000004BE/uncultured,9,5,7,1,7,5,8,11,4,2,12,9,7,3,6,7,6,2,8,5,3,5,6,4,5,7,4,2,3,8,7,1,17,5,3,7,9,4,7,4,8,9,9,7,6,6,7,9,6,8,8,4,3,6,6,7,12,9,10,4,7,4,5,2,7,4,6,2,4,2,7,4,3,5,4,5,0,2,5,3,9,6,6,4,1,0,4,4,2,2,4,5,1,2,4,2,4,5,7,5,9,7,4,5,11,4,6,7,7,3,10,3,4,5,6,4,4,0,3,3,5,7,6,2,3,3,4,1,12,14,13,14,5,3,6,7,9,11,11,11,11,2,4,7,2,2,9,2,3,3,2,4,5,6,9,9,3,4,8,6,13,4,10,8,8,4,2,3,13,7,6,7,10,3,10,2,9,5,7,5,5,4,2,1,7,3,10,7,6,2,6,6,9,8,8,4,4,3,7,3,6,4,7,10,5,3,6,3,5,3,5,1,5,4,6,2,3,1,9,6,7,1,6,4,7,6,6,5,3,3,5,3,10,2,9,5,5,6,8,5,4,4,3,3,2,3,4,2,9,1,4,4,4,4,4,0,rRNA
URS00000004C2/uncultured,4,4,7,4,8,8,6,7,4,7,7,4,3,4,4,3,6,6,13,3,4,5,7,12,3,9,7,3,5,6,5,5,12,2,4,6,6,7,9,7,4,9,8,9,3,10,8,6,5,10,6,3,4,8,10,3,7,5,14,2,4,2,8,4,2,6,7,5,3,5,5,3,5,8,5,8,1,2,9,2,6,8,5,3,5,3,3,2,4,4,7,6,4,1,5,5,5,4,8,6,10,10,3,4,8,8,13,8,7,3,9,1,7,5,7,2,5,3,6,0,6,5,14,5,7,8,4,2,7,12,11,13,6,5,6,7,8,11,11,9,4,3,8,7,7,4,6,3,5,4,4,10,5,7,9,9,5,5,11,5,16,9,14,4,5,6,7,6,15,8,18,11,8,2,12,7,13,5,4,1,5,4,3,1,12,11,12,9,10,1,8,2,7,7,8,7,8,4,7,4,7,6,4,9,6,8,5,3,6,4,1,5,5,3,6,4,4,1,11,4,2,1,7,7,4,6,6,7,4,5,8,7,13,4,12,6,8,6,8,6,4,1,5,0,3,2,3,2,8,1,2,2,1,0,4,0,rRNA
URS00000004C6/uncultured,2,1,5,11,3,4,4,9,9,4,8,3,6,1,6,4,2,1,6,3,5,2,2,5,4,1,4,3,2,3,5,5,13,1,3,8,3,2,7,0,6,4,8,5,5,1,6,3,7,6,5,4,4,4,1,1,10,5,8,4,3,2,4,5,2,3,4,2,2,2,3,2,4,5,2,1,2,1,6,2,4,5,1,2,2,1,2,2,1,2,3,2,2,0,4,1,2,5,5,3,4,3,3,4,5,0,4,5,7,0,5,2,3,3,4,2,0,0,1,0,3,5,5,2,4,2,2,7,4,7,9,9,3,2,4,3,7,6,5,6,9,4,4,3,2,3,5,1,2,3,2,2,3,3,3,1,2,1,2,5,7,2,8,3,3,4,3,3,9,5,4,6,5,1,5,6,9,6,6,4,2,4,3,3,6,1,5,2,8,1,3,5,8,4,5,3,4,3,5,4,8,2,3,6,7,4,2,5,2,1,4,2,4,4,1,2,3,3,5,5,3,1,8,3,6,5,4,7,3,2,3,5,1,3,5,4,5,2,1,3,6,4,5,2,0,1,2,2,3,3,2,2,5,5,3,1,rRNA
URS00000004C7/uncultured,1,1,2,0,3,0,3,2,0,3,2,1,2,0,1,0,2,3,2,1,1,0,1,2,3,0,4,1,1,1,3,2,1,3,1,1,4,3,2,2,1,5,6,1,1,1,2,1,1,1,0,0,0,2,1,1,1,0,5,0,0,0,1,0,2,2,2,0,1,0,6,0,2,1,1,2,1,2,2,0,1,4,1,2,1,0,2,2,2,3,3,3,1,1,2,1,1,2,3,0,2,2,5,2,4,1,1,5,1,1,2,0,1,1,0,0,1,2,1,1,1,3,4,0,1,1,1,0,0,5,4,3,1,1,4,1,1,4,2,2,1,1,3,0,1,2,2,0,3,1,1,3,4,7,3,0,1,4,2,0,6,4,4,1,3,2,3,1,4,3,4,4,2,2,3,1,3,1,3,0,1,3,1,1,4,0,4,1,1,0,0,1,1,0,0,1,2,3,2,0,2,3,1,1,1,0,0,0,1,0,3,0,1,1,1,1,0,3,2,0,1,0,0,0,1,0,1,2,1,1,5,1,1,3,1,1,0,1,3,1,1,0,0,3,0,0,0,0,1,0,2,0,0,0,1,0,rRNA
URS00000004C8/uncultured,1,3,5,4,9,4,3,7,5,5,13,4,2,6,7,5,4,4,11,2,4,6,3,7,2,10,9,2,4,6,8,1,15,6,5,10,10,8,7,5,6,8,9,11,10,11,7,5,6,5,4,3,5,10,9,7,9,3,8,6,5,3,5,2,5,6,10,2,4,2,10,3,5,7,5,7,4,2,5,1,9,4,8,7,2,3,5,3,6,5,4,6,4,2,4,3,3,4,7,6,11,5,6,5,8,6,12,10,2,8,10,0,6,7,0,2,5,1,3,1,5,4,13,5,4,0,5,3,7,14,18,11,4,4,4,9,8,8,5,12,6,3,11,5,9,6,6,2,4,3,6,5,5,7,8,7,7,5,7,6,8,5,9,5,7,6,3,4,13,7,6,7,7,4,9,8,15,7,5,4,8,3,4,3,13,7,10,7,9,3,2,4,8,5,11,5,5,4,9,4,5,4,10,8,4,7,7,3,5,3,4,3,5,4,5,4,5,5,8,1,3,2,7,5,8,3,3,9,3,2,6,6,9,4,5,7,9,6,3,6,6,4,4,3,1,4,7,1,2,4,3,5,1,4,7,1,rRNA
URS00000004D0/uncultured,0,1,0,0,1,1,2,2,0,0,3,0,0,0,1,0,0,1,1,0,0,3,3,1,1,0,3,0,1,0,1,0,2,0,0,1,4,2,4,1,3,5,4,0,1,0,0,0,1,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,5,2,0,1,0,0,0,0,0,1,0,0,4,0,1,1,1,3,3,0,2,3,2,0,0,2,0,2,4,3,0,1,5,4,0,4,3,5,2,1,1,0,0,1,2,1,1,0,2,1,0,0,3,0,1,1,0,0,0,1,3,4,0,3,1,1,1,0,1,7,1,0,1,3,1,1,2,5,2,2,4,2,0,2,2,5,0,1,1,0,1,0,3,2,1,4,0,0,1,2,3,3,2,4,0,1,1,2,1,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,1,0,0,1,1,1,0,2,0,2,1,0,0,0,0,1,0,0,1,1,1,2,0,0,1,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,rRNA
URS00000004D2/uncultured,0,1,1,1,1,5,4,4,0,2,8,1,2,0,0,4,3,2,4,0,3,2,4,4,1,3,3,2,0,1,5,2,5,3,2,6,2,5,7,2,1,7,5,5,0,1,3,3,0,3,2,1,1,4,2,0,3,2,8,3,0,4,1,0,1,3,6,1,1,3,3,0,2,5,2,1,0,1,4,1,4,2,3,1,0,0,3,4,1,2,5,1,0,0,4,2,1,2,5,4,7,8,6,2,5,1,7,4,5,1,5,1,1,2,2,0,0,2,4,0,4,2,9,3,0,2,3,2,4,2,7,8,5,1,2,1,6,7,6,4,1,1,5,4,3,3,3,0,2,2,2,6,5,8,6,7,5,2,11,1,8,5,4,0,2,2,5,6,10,9,10,4,5,6,6,1,5,2,3,1,4,2,3,2,7,2,7,4,2,0,4,1,5,2,3,0,1,0,4,3,2,3,2,1,2,2,1,0,0,1,2,1,3,3,2,1,3,0,5,3,1,1,2,1,3,4,3,4,0,2,3,3,7,8,9,3,3,3,3,1,2,0,2,0,0,0,2,0,2,1,3,1,0,1,4,0,rRNA
URS00000004D6/uncultured,2,2,4,2,1,1,2,1,3,1,4,0,2,0,3,2,1,1,1,1,0,0,1,1,0,1,2,1,3,0,0,3,4,0,1,4,1,0,1,5,1,5,4,2,3,3,1,0,1,1,1,1,2,0,0,0,3,2,1,2,0,0,2,0,0,0,3,0,1,0,0,0,2,0,2,2,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,2,2,3,0,3,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,2,2,2,0,0,1,0,0,1,5,2,0,0,2,2,2,3,1,1,3,2,2,0,1,1,1,2,1,1,0,3,1,0,4,0,0,0,4,1,1,1,3,3,0,0,0,1,4,1,1,0,2,0,2,0,7,2,6,1,0,0,0,0,3,0,3,0,3,0,1,1,1,2,0,1,4,1,1,0,5,3,1,1,3,0,3,1,1,0,0,2,1,1,1,0,0,0,1,0,2,0,0,1,2,2,1,0,2,2,2,2,3,0,0,2,1,0,0,2,1,0,2,0,0,0,0,1,1,1,0,0,3,0,1,0,rRNA
URS00000004D7/uncultured,2,1,1,3,3,2,2,3,0,0,4,0,0,2,1,0,0,0,3,1,1,4,1,3,2,3,3,1,1,2,3,2,6,2,1,0,1,2,2,0,2,5,4,2,1,3,4,3,1,2,1,1,0,5,5,3,1,2,2,0,1,2,3,0,1,0,2,1,3,1,3,2,0,4,3,2,1,2,3,0,3,2,2,1,1,0,0,0,2,3,3,3,2,2,1,2,1,0,2,2,6,2,2,3,5,1,4,3,1,3,3,1,2,2,1,0,3,2,0,1,3,2,4,1,4,1,1,2,2,6,2,3,1,1,0,3,4,2,2,4,1,3,4,2,2,3,5,1,1,3,4,3,1,0,2,3,1,2,4,3,3,4,2,2,3,2,1,3,4,1,3,4,1,2,1,2,2,2,1,0,2,1,2,2,3,5,5,3,2,1,1,1,3,1,6,2,1,2,2,0,2,2,1,3,0,1,2,1,4,1,0,3,4,1,5,2,2,0,2,1,1,1,1,1,2,3,3,2,0,5,0,2,3,2,3,2,1,2,3,2,2,0,1,1,1,0,2,0,1,1,3,1,1,0,2,0,rRNA
URS00000004D9/uncultured,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,2,0,0,2,0,1,3,0,0,0,2,3,0,1,2,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,3,0,0,1,1,0,0,0,1,0,1,1,0,0,2,1,1,1,0,2,0,1,2,1,2,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,1,0,3,0,0,2,2,0,1,3,2,0,0,1,1,1,0,0,1,1,0,0,0,2,1,2,2,2,2,0,1,2,1,0,2,1,1,1,1,0,1,2,2,1,0,1,1,0,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,2,0,1,1,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2,1,2,1,0,1,1,0,1,0,0,1,2,0,2,0,0,2,0,0,1,1,rRNA
URS00000004DD/uncultured,0,5,7,2,8,5,8,7,6,4,8,4,5,4,5,4,6,5,8,3,4,2,6,7,9,9,8,4,3,7,5,3,12,3,7,8,10,5,9,8,8,8,11,9,1,9,7,6,8,7,4,3,6,5,7,2,5,5,8,3,3,3,5,2,4,5,7,3,2,6,5,6,2,8,7,4,5,2,10,1,6,8,9,5,3,2,4,2,7,4,6,7,4,0,4,2,4,2,7,6,12,6,4,3,9,7,12,1,4,4,7,4,6,3,2,3,4,1,5,3,6,6,8,5,5,2,5,3,5,10,10,12,7,2,6,4,2,10,17,7,8,7,8,6,3,7,8,7,3,4,7,4,10,4,5,7,4,8,5,5,11,8,15,8,6,4,7,2,16,9,6,10,7,3,9,5,8,7,7,4,5,5,5,3,12,7,7,5,5,2,6,2,9,7,6,4,5,4,10,3,8,6,7,7,5,4,0,2,3,4,2,2,5,6,4,1,5,2,7,6,2,2,5,2,8,6,4,6,4,4,9,4,5,7,7,4,4,6,4,6,3,1,3,0,2,3,5,2,5,1,5,3,4,0,6,2,rRNA
URS00000004DF/uncultured,7,4,4,4,7,6,7,6,6,4,6,4,1,4,7,1,3,3,5,3,4,4,4,6,4,7,11,6,5,7,8,3,9,4,5,5,7,5,13,4,4,9,10,6,1,10,10,6,2,9,3,1,4,8,10,2,5,7,10,2,1,2,4,2,3,5,6,2,3,3,7,4,5,9,4,6,0,2,7,1,9,8,5,5,2,2,3,6,4,6,5,4,2,1,6,2,5,4,7,6,11,9,4,1,12,10,10,8,4,5,8,0,5,4,6,1,6,2,8,0,5,5,12,5,7,6,5,1,6,10,9,12,5,6,4,4,9,11,15,6,6,3,8,8,3,2,10,4,5,6,5,9,7,7,9,6,4,4,9,9,12,7,10,9,8,6,5,7,16,8,14,10,8,3,7,5,11,5,7,0,3,4,2,4,9,8,9,9,7,2,4,1,7,4,9,5,3,5,8,3,6,3,2,4,5,4,5,2,6,5,4,3,3,6,7,4,3,1,11,4,3,1,2,4,5,7,8,3,5,3,6,8,7,4,14,4,8,5,4,2,4,1,2,1,2,1,2,1,4,3,4,2,0,0,5,1,rRNA
URS00000004E3/uncultured,2,2,3,0,1,2,5,4,1,3,4,0,2,1,1,1,1,1,3,1,1,5,4,1,1,2,5,0,3,0,3,1,4,3,4,1,3,4,2,2,1,4,7,2,4,1,2,0,1,2,1,2,0,3,2,0,2,0,5,0,0,0,0,1,0,4,1,1,2,0,3,0,3,2,2,2,2,2,2,0,0,2,1,2,1,2,3,3,0,1,1,3,1,0,4,0,1,3,4,0,3,4,3,5,6,4,1,2,1,2,1,1,2,2,1,2,0,1,1,0,3,4,1,1,1,1,0,0,6,4,4,3,1,1,5,2,6,5,4,2,1,1,2,1,3,1,3,0,2,2,0,4,5,3,6,1,0,2,2,0,6,2,7,3,1,1,2,2,8,3,6,3,3,1,5,0,3,4,2,0,2,1,0,1,3,1,2,3,1,0,1,0,1,1,3,1,1,2,2,0,2,2,2,2,1,0,0,0,1,0,2,0,2,1,0,0,1,0,4,1,4,2,0,3,4,0,1,0,0,1,3,1,1,2,4,2,2,0,1,0,1,0,2,1,1,1,0,0,0,1,1,0,0,0,3,0,rRNA
URS00000004E6/uncultured,3,5,6,4,5,4,9,9,3,4,10,1,3,5,7,6,5,4,9,3,4,3,4,3,10,6,7,6,5,9,11,4,10,5,3,14,9,4,6,7,8,8,10,10,5,9,9,5,7,8,5,2,3,7,8,8,10,7,9,3,5,3,6,5,2,3,6,5,4,7,4,6,4,10,8,6,3,1,10,3,7,7,4,3,1,2,7,3,4,2,4,7,6,1,3,2,5,2,10,4,11,8,2,7,7,5,7,8,5,1,9,2,9,5,4,5,3,1,1,0,5,6,10,7,7,2,5,2,5,16,10,12,6,4,6,4,2,12,11,8,11,2,8,8,5,2,8,4,4,4,4,7,4,4,4,6,6,5,6,7,10,7,11,4,4,5,10,6,15,4,9,8,8,3,4,5,11,11,10,4,5,3,6,1,15,6,8,5,8,2,7,6,11,6,8,7,9,3,8,5,6,5,9,9,7,7,2,3,6,5,4,4,6,4,3,3,4,4,8,8,5,1,6,1,5,5,4,8,2,1,5,7,7,7,9,5,14,6,5,8,8,3,6,3,4,2,5,2,3,4,4,1,3,2,4,4,rRNA
URS00000004E8/uncultured,5,4,4,6,6,4,5,6,5,5,9,6,2,2,9,1,5,2,7,4,4,4,1,6,5,7,8,3,5,8,6,3,12,6,5,4,6,3,14,6,4,10,11,9,6,9,9,5,3,7,4,2,4,7,9,2,9,7,8,5,4,2,9,2,2,4,9,3,5,5,7,3,4,8,4,5,2,1,7,4,8,3,1,4,2,0,3,2,4,4,3,4,2,0,8,4,6,4,7,5,9,8,3,3,8,4,5,8,4,3,7,2,5,4,2,3,5,1,4,2,7,7,8,5,5,5,2,2,6,10,8,11,4,6,6,6,9,8,14,6,5,6,10,7,2,3,7,6,6,3,4,8,8,4,9,6,4,4,7,6,12,9,13,9,6,5,4,7,18,7,9,4,9,1,9,4,15,4,6,0,1,2,2,4,9,10,11,8,7,1,4,2,9,6,10,8,4,3,7,3,6,2,2,6,5,4,8,3,5,7,4,3,4,2,6,2,6,1,9,3,3,0,3,3,5,6,8,6,4,3,6,4,9,5,13,5,5,4,3,5,5,1,4,3,1,1,3,2,6,2,6,2,0,0,8,0,rRNA
URS00000004E9/uncultured,1,0,6,2,1,0,2,3,1,2,3,0,1,1,1,0,2,1,5,0,2,1,1,2,1,0,3,3,3,1,1,0,3,3,0,1,2,4,2,3,0,7,5,4,1,2,2,0,1,4,2,0,1,2,3,0,2,2,4,0,1,1,3,2,0,1,1,0,3,2,4,0,2,5,2,1,0,1,3,0,1,1,2,0,0,0,2,1,0,0,3,1,0,0,1,1,2,2,2,4,3,4,2,2,1,3,5,1,4,1,1,0,3,2,2,0,0,0,1,0,3,2,1,0,1,2,2,2,4,1,4,6,1,2,1,1,3,4,5,3,0,1,0,3,1,2,4,0,2,1,1,3,5,3,2,1,4,1,4,4,5,3,4,1,2,2,6,1,3,3,2,2,2,0,4,4,5,2,3,0,2,1,1,2,0,2,3,3,2,0,2,2,2,1,3,2,0,1,1,2,3,1,2,4,1,3,1,1,1,0,2,1,2,1,2,0,1,1,3,4,1,0,1,0,1,1,2,0,1,0,2,1,5,2,4,2,4,1,1,3,2,0,0,0,1,0,0,1,4,0,2,1,0,0,2,2,rRNA
URS00000004EA/uncultured,9,6,7,4,7,5,6,10,7,6,11,1,4,3,5,3,6,4,7,6,0,6,3,7,7,8,9,2,5,5,6,4,9,7,6,4,7,6,14,4,7,7,8,8,3,8,10,8,3,4,4,1,5,8,7,2,6,11,9,5,4,6,7,0,5,5,8,4,5,5,10,5,3,6,5,5,2,4,4,2,11,4,1,4,1,1,4,5,3,4,4,6,4,3,8,2,5,10,10,4,10,8,5,4,9,9,6,6,6,3,5,4,5,4,5,2,6,3,3,4,9,6,9,5,4,1,5,1,11,14,13,10,4,3,5,5,6,10,14,8,7,3,5,7,4,3,9,4,5,6,7,5,12,6,9,13,3,3,12,2,15,9,11,4,10,3,6,7,14,10,9,9,7,3,8,5,10,5,10,3,2,2,4,3,10,4,15,6,4,2,5,2,8,5,5,1,4,2,8,5,8,5,5,11,4,3,4,2,3,2,6,4,7,4,5,4,1,3,8,3,5,4,6,1,5,4,6,5,4,5,7,2,10,5,10,6,4,6,9,7,6,3,3,2,1,3,4,1,1,2,2,2,4,2,3,2,rRNA
URS00000004F0/uncultured,1,1,2,0,2,3,2,2,0,0,4,1,0,0,3,0,2,1,1,0,0,3,3,2,2,1,3,0,2,1,1,2,5,1,4,1,1,6,1,2,3,6,6,2,0,2,1,1,2,3,3,0,1,1,1,3,2,1,2,0,0,2,2,0,1,2,2,2,1,1,4,0,1,3,1,4,0,0,3,2,0,1,1,1,0,0,3,1,0,2,3,4,1,0,3,0,2,3,4,1,2,4,5,2,2,4,4,2,2,1,0,0,1,2,3,0,0,1,3,1,4,4,1,1,1,1,0,0,2,1,6,3,0,1,6,1,2,5,3,2,3,1,1,0,1,2,2,1,2,4,2,3,7,2,7,1,3,2,5,3,1,8,4,2,1,2,3,1,6,3,9,1,6,1,4,2,6,1,2,3,1,0,1,0,3,0,5,1,1,0,3,0,0,1,2,0,3,1,0,1,3,3,2,4,2,1,1,1,1,0,0,3,2,1,1,2,1,0,3,1,3,0,0,0,0,1,2,1,1,1,1,4,3,2,4,3,2,1,2,2,1,0,0,0,0,0,0,1,1,1,3,1,1,1,1,1,rRNA
URS00000004F1/uncultured,5,8,6,5,6,8,7,6,7,6,6,2,2,5,6,3,4,5,10,5,4,6,6,5,6,10,9,7,4,4,7,6,9,5,5,8,7,4,8,6,5,12,12,10,7,9,9,5,9,9,5,2,4,9,10,3,7,8,12,2,4,2,6,3,6,8,3,6,1,5,9,3,5,6,7,7,2,4,7,3,8,6,4,4,2,4,3,3,5,4,8,6,4,2,7,4,7,2,6,8,13,8,4,2,5,6,11,7,6,4,5,1,5,4,4,2,6,0,1,0,9,7,10,7,7,5,5,1,8,12,15,12,4,3,9,4,8,11,10,12,6,3,6,10,7,4,7,5,5,4,5,8,10,4,8,4,3,4,6,4,15,4,14,7,6,4,6,5,15,6,14,8,8,4,12,7,13,3,7,1,8,3,8,2,8,5,9,8,7,3,9,7,6,4,10,7,8,7,7,3,8,4,2,8,6,5,11,4,7,6,3,3,9,3,6,2,3,5,5,6,1,3,2,1,8,6,7,6,3,6,7,8,10,2,11,5,9,6,4,6,4,4,3,2,2,1,5,2,6,1,5,3,1,1,5,1,rRNA
URS00000004F2/uncultured,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,1,0,1,0,0,0,2,0,0,1,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,4,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,2,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,0,1,0,1,1,0,2,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,rRNA
URS00000004F3/uncultured,0,1,0,0,1,1,4,2,0,0,3,0,0,0,0,0,0,1,0,0,0,2,2,2,1,1,2,1,1,0,1,0,1,0,1,1,2,2,3,0,2,6,4,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,4,2,0,2,0,0,0,0,1,1,0,0,4,2,1,3,2,5,1,0,2,4,2,0,0,1,0,2,1,3,1,1,5,5,0,1,3,3,3,0,0,4,0,1,1,1,1,0,2,0,0,1,1,2,0,1,0,0,0,1,3,2,0,0,0,1,0,0,2,4,0,1,1,3,1,1,3,1,2,3,4,2,1,3,4,5,0,1,1,1,0,0,5,2,2,4,0,1,1,4,6,3,2,2,0,2,1,1,0,1,0,0,1,0,1,3,1,3,0,0,1,0,0,0,0,0,0,1,1,2,0,2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1,1,1,1,0,0,1,0,0,0,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,rRNA
